"Name","Country","code","link","run_against","total_out","others_avg","BattingAverage","Inns","Not_out"
"robin bynoe","west",51242,"https://stats.espncricinfo.com/ci/engine/player/51242.html?class=1;template=results;type=allround;view=match",5089,147,34.61904762,18.5,6,0
"steve camacho","west",51457,"https://stats.espncricinfo.com/ci/engine/player/51457.html?class=1;template=results;type=allround;view=match",11864,312,38.02564103,29.09,22,0
"jimmy cameron","west",51458,"https://stats.espncricinfo.com/ci/engine/player/51458.html?class=1;template=results;type=allround;view=match",6767,162,41.77160494,25.16,7,1
"john cameron","west",51460,"https://stats.espncricinfo.com/ci/engine/player/51460.html?class=1;template=results;type=allround;view=match",3083,103,29.93203883,2,3,0
"john campbell","west",348026,"https://stats.espncricinfo.com/ci/engine/player/348026.html?class=1;template=results;type=allround;view=match",16979,559,30.37388193,26.11,40,6
"sherwin campbell","west",51462,"https://stats.espncricinfo.com/ci/engine/player/51462.html?class=1;template=results;type=allround;view=match",38368,1240,30.94193548,32.38,93,4
"george carew","west",51463,"https://stats.espncricinfo.com/ci/engine/player/51463.html?class=1;template=results;type=allround;view=match",4777,153,31.22222222,28.33,7,1
"joey carew","west",51465,"https://stats.espncricinfo.com/ci/engine/player/51465.html?class=1;template=results;type=allround;view=match",20276,506,40.07114625,34.15,36,3
"keacy carty","west",820677,"https://stats.espncricinfo.com/ci/engine/player/820677.html?class=1;template=results;type=allround;view=match",4473,160,27.95625,17.9,10,0
"george challenor","west",51467,"https://stats.espncricinfo.com/ci/engine/player/51467.html?class=1;template=results;type=allround;view=match",3360,116,28.96551724,16.83,6,0
"shivnarine chanderpaul","west",51469,"https://stats.espncricinfo.com/ci/engine/player/51469.html?class=1;template=results;type=allround;view=match",136573,3833,35.63083746,51.37,280,49
"tagenarine chanderpaul","west",601968,"https://stats.espncricinfo.com/ci/engine/player/601968.html?class=1;template=results;type=allround;view=match",9246,298,31.02684564,32.94,19,2
"rajendra chandrika","west",316153,"https://stats.espncricinfo.com/ci/engine/player/316153.html?class=1;template=results;type=allround;view=match",6062,162,37.41975309,14,10,0
"herbert chang","west",51470,"https://stats.espncricinfo.com/ci/engine/player/51470.html?class=1;template=results;type=allround;view=match",2254,81,27.82716049,4,2,0
"roston chase","west",391832,"https://stats.espncricinfo.com/ci/engine/player/391832.html?class=1;template=results;type=allround;view=match",37464,1248,30.01923077,26.33,90,4
"sewnarine chattergoon","west",51492,"https://stats.espncricinfo.com/ci/engine/player/51492.html?class=1;template=results;type=allround;view=match",5387,148,36.39864865,18.14,7,0
"cyril christiani","west",51471,"https://stats.espncricinfo.com/ci/engine/player/51471.html?class=1;template=results;type=allround;view=match",3984,148,26.91891892,19.6,7,2
"robert christiani","west",51473,"https://stats.espncricinfo.com/ci/engine/player/51473.html?class=1;template=results;type=allround;view=match",21035,599,35.11686144,26.35,37,3
"bertie clarke","west",51475,"https://stats.espncricinfo.com/ci/engine/player/51475.html?class=1;template=results;type=allround;view=match",4182,122,34.27868852,1,4,1
"sylvester clarke","west",51477,"https://stats.espncricinfo.com/ci/engine/player/51477.html?class=1;template=results;type=allround;view=match",9865,299,32.99331104,15.63,16,5
"pedro collins","west",51479,"https://stats.espncricinfo.com/ci/engine/player/51479.html?class=1;template=results;type=allround;view=match",30021,798,37.62030075,5.87,47,7
"corey collymore","west",51481,"https://stats.espncricinfo.com/ci/engine/player/51481.html?class=1;template=results;type=allround;view=match",28830,791,36.44753477,7.88,52,27
"baron constantine","west",51483,"https://stats.espncricinfo.com/ci/engine/player/51483.html?class=1;template=results;type=allround;view=match",14992,461,32.52060738,19.24,33,0
"rahkeem cornwall","west",494581,"https://stats.espncricinfo.com/ci/engine/player/494581.html?class=1;template=results;type=allround;view=match",9222,300,30.74,18.64,17,3
"sheldon cottrell","west",495551,"https://stats.espncricinfo.com/ci/engine/player/495551.html?class=1;template=results;type=allround;view=match",3181,92,34.57608696,2.75,4,0
"colin croft","west",51485,"https://stats.espncricinfo.com/ci/engine/player/51485.html?class=1;template=results;type=allround;view=match",22022,686,32.10204082,10.53,37,22
"cameron cuffy","west",51487,"https://stats.espncricinfo.com/ci/engine/player/51487.html?class=1;template=results;type=allround;view=match",14814,387,38.27906977,4.14,23,9
"miguel cummins","west",556749,"https://stats.espncricinfo.com/ci/engine/player/556749.html?class=1;template=results;type=allround;view=match",11795,380,31.03947368,7.6,22,7
"anderson cummins","west",51488,"https://stats.espncricinfo.com/ci/engine/player/51488.html?class=1;template=results;type=allround;view=match",5650,168,33.63095238,19.6,6,1
"oscar da costa","west",51637,"https://stats.espncricinfo.com/ci/engine/player/51637.html?class=1;template=results;type=allround;view=match",5669,168,33.74404762,19.12,9,1
"wayne daniel","west",51639,"https://stats.espncricinfo.com/ci/engine/player/51639.html?class=1;template=results;type=allround;view=match",10477,299,35.04013378,6.57,11,4
"bryan davis","west",51640,"https://stats.espncricinfo.com/ci/engine/player/51640.html?class=1;template=results;type=allround;view=match",5536,148,37.40540541,30.62,8,0
"charlie davis","west",51641,"https://stats.espncricinfo.com/ci/engine/player/51641.html?class=1;template=results;type=allround;view=match",15511,404,38.39356436,54.2,29,5
"winston davis","west",51643,"https://stats.espncricinfo.com/ci/engine/player/51643.html?class=1;template=results;type=allround;view=match",12460,395,31.5443038,15.53,17,4
"joshua da silva","west",1168667,"https://stats.espncricinfo.com/ci/engine/player/1168667.html?class=1;template=results;type=allround;view=match",26292,879,29.9112628,24.76,59,9
"frank de caires","west",51644,"https://stats.espncricinfo.com/ci/engine/player/51644.html?class=1;template=results;type=allround;view=match",5372,132,40.6969697,38.66,6,0
"narsingh deonarine","west",51659,"https://stats.espncricinfo.com/ci/engine/player/51659.html?class=1;template=results;type=allround;view=match",16595,466,35.61158798,25.89,30,2
"clairmonte depeiaza","west",51652,"https://stats.espncricinfo.com/ci/engine/player/51652.html?class=1;template=results;type=allround;view=match",5715,168,34.01785714,31.16,8,2
"tom dewdney","west",51647,"https://stats.espncricinfo.com/ci/engine/player/51647.html?class=1;template=results;type=allround;view=match",9822,266,36.92481203,2.42,12,5
"rajindra dhanraj","west",51649,"https://stats.espncricinfo.com/ci/engine/player/51649.html?class=1;template=results;type=allround;view=match",5375,149,36.0738255,4.25,4,0
"mervyn dillon","west",51651,"https://stats.espncricinfo.com/ci/engine/player/51651.html?class=1;template=results;type=allround;view=match",34027,954,35.66771488,8.44,68,3
"uton dowe","west",51653,"https://stats.espncricinfo.com/ci/engine/player/51653.html?class=1;template=results;type=allround;view=match",6360,150,42.4,8,3,2
"travis dowlin","west",51660,"https://stats.espncricinfo.com/ci/engine/player/51660.html?class=1;template=results;type=allround;view=match",6990,199,35.12562814,31.18,11,0
"shane dowrich","west",431905,"https://stats.espncricinfo.com/ci/engine/player/431905.html?class=1;template=results;type=allround;view=match",26818,896,29.93080357,29.07,62,8
"vasbert drakes","west",51655,"https://stats.espncricinfo.com/ci/engine/player/51655.html?class=1;template=results;type=allround;view=match",13562,350,38.74857143,21.44,20,2
"jeff dujon","west",51657,"https://stats.espncricinfo.com/ci/engine/player/51657.html?class=1;template=results;type=allround;view=match",60691,1974,30.74518744,31.94,115,11
"fidel edwards","west",51782,"https://stats.espncricinfo.com/ci/engine/player/51782.html?class=1;template=results;type=allround;view=match",50198,1349,37.21126761,6.56,88,28
"kirk edwards","west",51786,"https://stats.espncricinfo.com/ci/engine/player/51786.html?class=1;template=results;type=allround;view=match",15952,440,36.25454545,31.8,32,1
"prof edwards","west",51740,"https://stats.espncricinfo.com/ci/engine/player/51740.html?class=1;template=results;type=allround;view=match",6006,168,35.75,9.28,8,1
"wilf ferguson","west",51788,"https://stats.espncricinfo.com/ci/engine/player/51788.html?class=1;template=results;type=allround;view=match",9542,239,39.92468619,28.57,10,3
"maurice fernandes","west",51789,"https://stats.espncricinfo.com/ci/engine/player/51789.html?class=1;template=results;type=allround;view=match",3120,98,31.83673469,12.25,4,0
"mike findlay","west",51792,"https://stats.espncricinfo.com/ci/engine/player/51792.html?class=1;template=results;type=allround;view=match",10879,281,38.71530249,16.3,16,3
"maurice foster","west",51793,"https://stats.espncricinfo.com/ci/engine/player/51793.html?class=1;template=results;type=allround;view=match",14415,359,40.15320334,30.52,24,5
"george francis","west",51794,"https://stats.espncricinfo.com/ci/engine/player/51794.html?class=1;template=results;type=allround;view=match",8045,269,29.9070632,5.78,18,4
"michael frederick","west",51798,"https://stats.espncricinfo.com/ci/engine/player/51798.html?class=1;template=results;type=allround;view=match",2606,75,34.74666667,15,2,0
"roy fredericks","west",51797,"https://stats.espncricinfo.com/ci/engine/player/51797.html?class=1;template=results;type=allround;view=match",51437,1366,37.65519766,42.49,109,7
"assad fudadin","west",51866,"https://stats.espncricinfo.com/ci/engine/player/51866.html?class=1;template=results;type=allround;view=match",3775,112,33.70535714,30.5,5,1
"dickie fuller","west",51799,"https://stats.espncricinfo.com/ci/engine/player/51799.html?class=1;template=results;type=allround;view=match",2427,71,34.18309859,1,1,0
"hammond furlonge","west",51800,"https://stats.espncricinfo.com/ci/engine/player/51800.html?class=1;template=results;type=allround;view=match",3789,117,32.38461538,19.8,5,0
"shannon gabriel","west",446101,"https://stats.espncricinfo.com/ci/engine/player/446101.html?class=1;template=results;type=allround;view=match",46353,1467,31.59713701,4.24,88,34
"daren ganga","west",51872,"https://stats.espncricinfo.com/ci/engine/player/51872.html?class=1;template=results;type=allround;view=match",42592,1084,39.29151292,25.71,86,2
"andy ganteaume","west",51874,"https://stats.espncricinfo.com/ci/engine/player/51874.html?class=1;template=results;type=allround;view=match",2578,78,33.05128205,112,1,0
"joel garner","west",51876,"https://stats.espncricinfo.com/ci/engine/player/51876.html?class=1;template=results;type=allround;view=match",44654,1399,31.91851322,12.44,68,14
"leon garrick","west",51877,"https://stats.espncricinfo.com/ci/engine/player/51877.html?class=1;template=results;type=allround;view=match",2400,78,30.76923077,13.5,2,0
"berkeley gaskin","west",51878,"https://stats.espncricinfo.com/ci/engine/player/51878.html?class=1;template=results;type=allround;view=match",3507,105,33.4,5.66,3,0
"chris gayle","west",51880,"https://stats.espncricinfo.com/ci/engine/player/51880.html?class=1;template=results;type=allround;view=match",83228,2255,36.90820399,42.18,182,11
"glendon gibbs","west",51881,"https://stats.espncricinfo.com/ci/engine/player/51881.html?class=1;template=results;type=allround;view=match",2610,77,33.8961039,6,2,0
"lance gibbs","west",51883,"https://stats.espncricinfo.com/ci/engine/player/51883.html?class=1;template=results;type=allround;view=match",73216,1959,37.3741705,6.97,109,39
"ottis gibson","west",51885,"https://stats.espncricinfo.com/ci/engine/player/51885.html?class=1;template=results;type=allround;view=match",3492,107,32.63551402,23.25,4,0
"roy gilchrist","west",51887,"https://stats.espncricinfo.com/ci/engine/player/51887.html?class=1;template=results;type=allround;view=match",14709,348,42.26724138,5.45,14,3
"george gladstone","west",51888,"https://stats.espncricinfo.com/ci/engine/player/51888.html?class=1;template=results;type=allround;view=match",3282,80,41.025,0,1,1
"john goddard","west",51889,"https://stats.espncricinfo.com/ci/engine/player/51889.html?class=1;template=results;type=allround;view=match",23558,673,35.00445765,30.67,39,11
"larry gomes","west",51891,"https://stats.espncricinfo.com/ci/engine/player/51891.html?class=1;template=results;type=allround;view=match",43031,1355,31.75719557,39.63,91,11
"gerry gomez","west",51893,"https://stats.espncricinfo.com/ci/engine/player/51893.html?class=1;template=results;type=allround;view=match",26267,729,36.03155007,30.31,46,5
"jackie grant","west",51896,"https://stats.espncricinfo.com/ci/engine/player/51896.html?class=1;template=results;type=allround;view=match",8567,299,28.65217391,25.81,22,6
"rolph grant","west",51897,"https://stats.espncricinfo.com/ci/engine/player/51897.html?class=1;template=results;type=allround;view=match",6338,210,30.18095238,22,11,1
"tony gray","west",51898,"https://stats.espncricinfo.com/ci/engine/player/51898.html?class=1;template=results;type=allround;view=match",4354,179,24.32402235,8,8,2
"justin greaves","west",510823,"https://stats.espncricinfo.com/ci/engine/player/510823.html?class=1;template=results;type=allround;view=match",4068,154,26.41558442,24.44,10,1
"alvin greenidge","west",51899,"https://stats.espncricinfo.com/ci/engine/player/51899.html?class=1;template=results;type=allround;view=match",6448,175,36.84571429,22.2,10,0
"gordon greenidge","west",51901,"https://stats.espncricinfo.com/ci/engine/player/51901.html?class=1;template=results;type=allround;view=match",76442,2463,31.03613479,44.72,185,16
"geoff greenidge","west",51902,"https://stats.espncricinfo.com/ci/engine/player/51902.html?class=1;template=results;type=allround;view=match",6017,157,38.32484076,29.85,9,2
"mervyn grell","west",51903,"https://stats.espncricinfo.com/ci/engine/player/51903.html?class=1;template=results;type=allround;view=match",2560,78,32.82051282,17,2,0
"adrian griffith","west",51905,"https://stats.espncricinfo.com/ci/engine/player/51905.html?class=1;template=results;type=allround;view=match",10627,357,29.767507,24.53,27,1
"charlie griffith","west",51907,"https://stats.espncricinfo.com/ci/engine/player/51907.html?class=1;template=results;type=allround;view=match",27702,733,37.79263302,16.56,42,10
"herman griffith","west",51909,"https://stats.espncricinfo.com/ci/engine/player/51909.html?class=1;template=results;type=allround;view=match",11185,342,32.70467836,5.05,23,5
"sammy guillen","west",37106,"https://stats.espncricinfo.com/ci/engine/player/37106.html?class=1;template=results;type=allround;view=match",6696,253,26.46640316,26,6,2
"wes hall","west",52043,"https://stats.espncricinfo.com/ci/engine/player/52043.html?class=1;template=results;type=allround;view=match",44197,1216,36.34621711,15.73,66,14
"jahmar hamilton","west",332937,"https://stats.espncricinfo.com/ci/engine/player/332937.html?class=1;template=results;type=allround;view=match",2416,79,30.58227848,2.5,2,0
"roger harper","west",52045,"https://stats.espncricinfo.com/ci/engine/player/52045.html?class=1;template=results;type=allround;view=match",18172,635,28.61732283,18.44,32,3
"desmond haynes","west",52047,"https://stats.espncricinfo.com/ci/engine/player/52047.html?class=1;template=results;type=allround;view=match",78862,2607,30.2500959,42.29,202,25
"george headley","west",52050,"https://stats.espncricinfo.com/ci/engine/player/52050.html?class=1;template=results;type=allround;view=match",16574,524,31.62977099,60.83,40,4
"ron headley","west",52051,"https://stats.espncricinfo.com/ci/engine/player/52051.html?class=1;template=results;type=allround;view=match",3507,101,34.72277228,15.5,4,0
"jackie hendriks","west",52053,"https://stats.espncricinfo.com/ci/engine/player/52053.html?class=1;template=results;type=allround;view=match",20146,541,37.23844732,18.62,32,8
"shimron hetmyer","west",670025,"https://stats.espncricinfo.com/ci/engine/player/670025.html?class=1;template=results;type=allround;view=match",12065,426,28.32159624,27.93,30,0
"ryan hinds","west",52055,"https://stats.espncricinfo.com/ci/engine/player/52055.html?class=1;template=results;type=allround;view=match",14476,352,41.125,21.04,25,1
"wavell hinds","west",52057,"https://stats.espncricinfo.com/ci/engine/player/52057.html?class=1;template=results;type=allround;view=match",36939,1031,35.82832202,33.01,80,1
"teddy hoad","west",52058,"https://stats.espncricinfo.com/ci/engine/player/52058.html?class=1;template=results;type=allround;view=match",4599,131,35.10687023,12.25,8,0
"kavem hodge","west",348091,"https://stats.espncricinfo.com/ci/engine/player/348091.html?class=1;template=results;type=allround;view=match",7424,268,27.70149254,26,20,0
"chemar holder","west",914519,"https://stats.espncricinfo.com/ci/engine/player/914519.html?class=1;template=results;type=allround;view=match",2390,74,32.2972973,0,2,2
"jason holder","west",391485,"https://stats.espncricinfo.com/ci/engine/player/391485.html?class=1;template=results;type=allround;view=match",52219,1668,31.30635492,29.83,123,20
"roland holder","west",52059,"https://stats.espncricinfo.com/ci/engine/player/52059.html?class=1;template=results;type=allround;view=match",9133,279,32.73476703,25.33,17,2
"vanburn holder","west",52061,"https://stats.espncricinfo.com/ci/engine/player/52061.html?class=1;template=results;type=allround;view=match",37452,998,37.52705411,14.2,59,11
"michael holding","west",52063,"https://stats.espncricinfo.com/ci/engine/player/52063.html?class=1;template=results;type=allround;view=match",47998,1431,33.54157932,13.78,76,10
"david holford","west",52064,"https://stats.espncricinfo.com/ci/engine/player/52064.html?class=1;template=results;type=allround;view=match",23630,588,40.18707483,22.58,39,5
"john holt","west",52186,"https://stats.espncricinfo.com/ci/engine/player/52186.html?class=1;template=results;type=allround;view=match",16519,435,37.97471264,36.75,31,2
"carl hooper","west",52066,"https://stats.espncricinfo.com/ci/engine/player/52066.html?class=1;template=results;type=allround;view=match",74382,2295,32.41045752,36.46,173,15
"kyle hope","west",443150,"https://stats.espncricinfo.com/ci/engine/player/443150.html?class=1;template=results;type=allround;view=match",5540,164,33.7804878,11.22,9,0
"shai hope","west",581379,"https://stats.espncricinfo.com/ci/engine/player/581379.html?class=1;template=results;type=allround;view=match",26691,927,28.79288026,25.01,72,3
"tony howard","west",52067,"https://stats.espncricinfo.com/ci/engine/player/52067.html?class=1;template=results;type=allround;view=match",2652,67,39.58208955,0,0,0
"conrad hunte","west",52070,"https://stats.espncricinfo.com/ci/engine/player/52070.html?class=1;template=results;type=allround;view=match",38623,1046,36.92447419,45.06,78,6
"errol hunte","west",52071,"https://stats.espncricinfo.com/ci/engine/player/52071.html?class=1;template=results;type=allround;view=match",4750,133,35.71428571,33.2,6,1
"leslie hylton","west",52073,"https://stats.espncricinfo.com/ci/engine/player/52073.html?class=1;template=results;type=allround;view=match",5323,197,27.02030457,11.66,8,2
"tevin imlach","west",914523,"https://stats.espncricinfo.com/ci/engine/player/914523.html?class=1;template=results;type=allround;view=match",0,0,0,10,2,0
"ridley jacobs","west",52199,"https://stats.espncricinfo.com/ci/engine/player/52199.html?class=1;template=results;type=allround;view=match",54368,1601,33.95877577,28.31,112,21
"amit jaggernauth","west",52277,"https://stats.espncricinfo.com/ci/engine/player/52277.html?class=1;template=results;type=allround;view=match",2630,80,32.875,0,2,1
"jayden seales","west",1199304,"https://stats.espncricinfo.com/ci/engine/player/1199304.html?class=1;template=results;type=allround;view=match",14044,482,29.13692946,7.75,30,14
"hines johnson","west",52200,"https://stats.espncricinfo.com/ci/engine/player/52200.html?class=1;template=results;type=allround;view=match",4467,127,35.17322835,9.5,4,0
"leon johnson","west",52280,"https://stats.espncricinfo.com/ci/engine/player/52280.html?class=1;template=results;type=allround;view=match",8470,230,36.82608696,25.18,16,0
"tyrell johnson","west",52202,"https://stats.espncricinfo.com/ci/engine/player/52202.html?class=1;template=results;type=allround;view=match",2824,72,39.22222222,0,1,1
"charles jones","west",52203,"https://stats.espncricinfo.com/ci/engine/player/52203.html?class=1;template=results;type=allround;view=match",4161,152,27.375,9,7,0
"prior jones","west",52220,"https://stats.espncricinfo.com/ci/engine/player/52220.html?class=1;template=results;type=allround;view=match",10459,261,40.07279693,5.22,11,2
"alzarri joseph","west",670031,"https://stats.espncricinfo.com/ci/engine/player/670031.html?class=1;template=results;type=allround;view=match",29720,971,30.60762101,11.88,59,0
"dave joseph","west",52204,"https://stats.espncricinfo.com/ci/engine/player/52204.html?class=1;template=results;type=allround;view=match",4542,151,30.0794702,20.14,7,0
"shamar joseph","west",1356971,"https://stats.espncricinfo.com/ci/engine/player/1356971.html?class=1;template=results;type=allround;view=match",7116,261,27.26436782,14.3,16,3
"sylvester joseph","west",52206,"https://stats.espncricinfo.com/ci/engine/player/52206.html?class=1;template=results;type=allround;view=match",5119,166,30.8373494,14.7,10,0
"bernard julien","west",52208,"https://stats.espncricinfo.com/ci/engine/player/52208.html?class=1;template=results;type=allround;view=match",22317,597,37.38190955,30.92,34,6
"raphick jumadeen","west",52209,"https://stats.espncricinfo.com/ci/engine/player/52209.html?class=1;template=results;type=allround;view=match",11993,329,36.45288754,21,14,10
"alvin kallicharran","west",52285,"https://stats.espncricinfo.com/ci/engine/player/52285.html?class=1;template=results;type=allround;view=match",51914,1505,34.49435216,44.43,109,10
"rohan kanhai","west",52287,"https://stats.espncricinfo.com/ci/engine/player/52287.html?class=1;template=results;type=allround;view=match",68088,1809,37.6384743,47.53,137,6
"esmond kentish","west",52288,"https://stats.espncricinfo.com/ci/engine/player/52288.html?class=1;template=results;type=allround;view=match",3531,101,34.96039604,1,2,1
"collis king","west",52290,"https://stats.espncricinfo.com/ci/engine/player/52290.html?class=1;template=results;type=allround;view=match",8822,262,33.67175573,32.15,16,3
"frank king","west",52291,"https://stats.espncricinfo.com/ci/engine/player/52291.html?class=1;template=results;type=allround;view=match",14917,387,38.54521964,8.28,17,3
"lester king","west",52293,"https://stats.espncricinfo.com/ci/engine/player/52293.html?class=1;template=results;type=allround;view=match",3466,106,32.69811321,10.25,4,0
"reon king","west",52294,"https://stats.espncricinfo.com/ci/engine/player/52294.html?class=1;template=results;type=allround;view=match",15914,490,32.47755102,3.47,27,8
"clayton lambert","west",25635,"https://stats.espncricinfo.com/ci/engine/player/25635.html?class=1;template=results;type=allround;view=match",5199,167,31.13173653,31.55,9,0
"brian lara","west",52337,"https://stats.espncricinfo.com/ci/engine/player/52337.html?class=1;template=results;type=allround;view=match",95465,2900,32.91896552,53.17,230,6
"peter lashley","west",52340,"https://stats.espncricinfo.com/ci/engine/player/52340.html?class=1;template=results;type=allround;view=match",5753,149,38.61073826,22.71,7,0
"jermaine lawson","west",52413,"https://stats.espncricinfo.com/ci/engine/player/52413.html?class=1;template=results;type=allround;view=match",12635,374,33.78342246,3.46,21,6
"ralph legall","west",52341,"https://stats.espncricinfo.com/ci/engine/player/52341.html?class=1;template=results;type=allround;view=match",5373,150,35.82,10,5,0
"desmond lewis","west",52342,"https://stats.espncricinfo.com/ci/engine/player/52342.html?class=1;template=results;type=allround;view=match",4989,125,39.912,86.33,5,2
"rawl lewis","west",52343,"https://stats.espncricinfo.com/ci/engine/player/52343.html?class=1;template=results;type=allround;view=match",5222,173,30.1849711,8.9,10,0
"shermon lewis","west",1086206,"https://stats.espncricinfo.com/ci/engine/player/1086206.html?class=1;template=results;type=allround;view=match",3187,93,34.2688172,6,4,0
"clive lloyd","west",52345,"https://stats.espncricinfo.com/ci/engine/player/52345.html?class=1;template=results;type=allround;view=match",86341,2486,34.730893,46.67,175,14
"gus logie","west",52347,"https://stats.espncricinfo.com/ci/engine/player/52347.html?class=1;template=results;type=allround;view=match",37788,1221,30.94840295,35.79,78,9
"mikyle louis","west",1078695,"https://stats.espncricinfo.com/ci/engine/player/1078695.html?class=1;template=results;type=allround;view=match",6471,219,29.54794521,21.68,16,0
"neil mcgarrell","west",52428,"https://stats.espncricinfo.com/ci/engine/player/52428.html?class=1;template=results;type=allround;view=match",5168,147,35.15646259,15.25,6,2
"nixon mclean","west",52430,"https://stats.espncricinfo.com/ci/engine/player/52430.html?class=1;template=results;type=allround;view=match",14638,489,29.93456033,12.26,32,2
"easton mcmorris","west",52512,"https://stats.espncricinfo.com/ci/engine/player/52512.html?class=1;template=results;type=allround;view=match",12911,360,35.86388889,26.85,21,0
"clifford mcwatt","west",52432,"https://stats.espncricinfo.com/ci/engine/player/52432.html?class=1;template=results;type=allround;view=match",7835,197,39.7715736,28.85,9,2
"ivan madray","west",52416,"https://stats.espncricinfo.com/ci/engine/player/52416.html?class=1;template=results;type=allround;view=match",3943,106,37.19811321,1,3,0
"malcolm marshall","west",52419,"https://stats.espncricinfo.com/ci/engine/player/52419.html?class=1;template=results;type=allround;view=match",60048,1937,31.00051626,18.85,107,11
"norman marshall","west",52420,"https://stats.espncricinfo.com/ci/engine/player/52420.html?class=1;template=results;type=allround;view=match",2442,79,30.91139241,4,2,0
"roy marshall","west",52422,"https://stats.espncricinfo.com/ci/engine/player/52422.html?class=1;template=results;type=allround;view=match",4241,143,29.65734266,20.42,7,0
"xavier marshall","west",52626,"https://stats.espncricinfo.com/ci/engine/player/52626.html?class=1;template=results;type=allround;view=match",7185,207,34.71014493,20.25,12,0
"freddie martin","west",52426,"https://stats.espncricinfo.com/ci/engine/player/52426.html?class=1;template=results;type=allround;view=match",7752,232,33.4137931,28.58,18,1
"manny martindale","west",52424,"https://stats.espncricinfo.com/ci/engine/player/52424.html?class=1;template=results;type=allround;view=match",8116,277,29.29963899,5.27,14,3
"everton mattis","west",52427,"https://stats.espncricinfo.com/ci/engine/player/52427.html?class=1;template=results;type=allround;view=match",4784,132,36.24242424,29,5,0
"kyle mayers","west",348056,"https://stats.espncricinfo.com/ci/engine/player/348056.html?class=1;template=results;type=allround;view=match",14035,478,29.36192469,32.72,32,3
"kirk mckenzie","west",1209196,"https://stats.espncricinfo.com/ci/engine/player/1209196.html?class=1;template=results;type=allround;view=match",6033,203,29.71921182,16.91,12,0
"ivor mendonca","west",52433,"https://stats.espncricinfo.com/ci/engine/player/52433.html?class=1;template=results;type=allround;view=match",3555,99,35.90909091,40.5,2,0
"cyril merry","west",52434,"https://stats.espncricinfo.com/ci/engine/player/52434.html?class=1;template=results;type=allround;view=match",2548,90,28.31111111,8.5,4,0
"nikita miller","west",52622,"https://stats.espncricinfo.com/ci/engine/player/52622.html?class=1;template=results;type=allround;view=match",2561,80,32.0125,2.5,2,0
"roy miller","west",52537,"https://stats.espncricinfo.com/ci/engine/player/52537.html?class=1;template=results;type=allround;view=match",2371,72,32.93055556,23,1,0
"marquino mindley","west",530814,"https://stats.espncricinfo.com/ci/engine/player/530814.html?class=1;template=results;type=allround;view=match",2583,79,32.69620253,11,2,1
"dave mohammed","west",52490,"https://stats.espncricinfo.com/ci/engine/player/52490.html?class=1;template=results;type=allround;view=match",7179,176,40.78977273,32.14,8,1
"runako morton","west",52445,"https://stats.espncricinfo.com/ci/engine/player/52445.html?class=1;template=results;type=allround;view=match",13713,372,36.86290323,22.03,27,1
"ezra moseley","west",52437,"https://stats.espncricinfo.com/ci/engine/player/52437.html?class=1;template=results;type=allround;view=match",3368,106,31.77358491,8.75,4,0
"shayne moseley","west",851501,"https://stats.espncricinfo.com/ci/engine/player/851501.html?class=1;template=results;type=allround;view=match",3548,104,34.11538462,7,4,0
"gudakesh motie","west",670045,"https://stats.espncricinfo.com/ci/engine/player/670045.html?class=1;template=results;type=allround;view=match",7431,274,27.12043796,21.33,15,5
"george mudie","west",52438,"https://stats.espncricinfo.com/ci/engine/player/52438.html?class=1;template=results;type=allround;view=match",2423,71,34.12676056,5,1,0
"david murray","west",52439,"https://stats.espncricinfo.com/ci/engine/player/52439.html?class=1;template=results;type=allround;view=match",16410,476,34.47478992,21.46,31,3
"deryck murray","west",52441,"https://stats.espncricinfo.com/ci/engine/player/52441.html?class=1;template=results;type=allround;view=match",54923,1547,35.50290886,22.9,96,9
"junior murray","west",52442,"https://stats.espncricinfo.com/ci/engine/player/52442.html?class=1;template=results;type=allround;view=match",26890,798,33.69674185,22.39,45,4
"mahendra nagamootoo","west",52630,"https://stats.espncricinfo.com/ci/engine/player/52630.html?class=1;template=results;type=allround;view=match",5659,157,36.04458599,26.42,8,1
"rangy nanan","west",52631,"https://stats.espncricinfo.com/ci/engine/player/52631.html?class=1;template=results;type=allround;view=match",2352,80,29.4,8,2,0
"sunil narine","west",230558,"https://stats.espncricinfo.com/ci/engine/player/230558.html?class=1;template=results;type=allround;view=match",7073,190,37.22631579,8,7,2
"brendan nash","west",6950,"https://stats.espncricinfo.com/ci/engine/player/6950.html?class=1;template=results;type=allround;view=match",17530,472,37.13983051,33.42,33,0
"james neblett","west",52632,"https://stats.espncricinfo.com/ci/engine/player/52632.html?class=1;template=results;type=allround;view=match",2305,76,30.32894737,16,2,1
"jack noreiga","west",52634,"https://stats.espncricinfo.com/ci/engine/player/52634.html?class=1;template=results;type=allround;view=match",5643,145,38.91724138,3.66,5,2
"karl nunes","west",52635,"https://stats.espncricinfo.com/ci/engine/player/52635.html?class=1;template=results;type=allround;view=match",4759,141,33.75177305,30.62,8,0
"seymour nurse","west",52636,"https://stats.espncricinfo.com/ci/engine/player/52636.html?class=1;template=results;type=allround;view=match",26517,707,37.50636492,47.6,54,1
"albert padmore","west",52667,"https://stats.espncricinfo.com/ci/engine/player/52667.html?class=1;template=results;type=allround;view=match",3592,104,34.53846154,8,2,1
